location,Basileia,Basileia,Basileia,Basileia,Basileia,Basileia,Basileia
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Sunshine Duration
unit,°C,mm,%,%,%,%,min
level,2 m elevation corrected,sfc,sfc,high cld lay,mid cld lay,low cld lay,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None
timestamp,Basileia Temperature [2 m elevation corrected],Basileia Precipitation Total,Basileia Cloud Cover Total,Basileia Cloud Cover High [high cld lay],Basileia Cloud Cover Medium [mid cld lay],Basileia Cloud Cover Low [low cld lay],Basileia Sunshine Duration
20210204T1000,8.190246,0.0,59.0,90.0,59.0,14.0,24.242424
20210204T1100,9.390245,0.0,87.0,93.0,87.0,18.0,7.2727275
20210204T1200,10.140245,0.0,87.0,97.0,87.0,17.0,7.2727275
20210204T1300,10.670245,0.0,92.0,98.0,92.0,19.0,4.242425
20210204T1400,10.520246,0.0,98.0,92.0,98.0,12.0,0.6060612
20210204T1500,10.440246,0.0,100.0,93.0,100.0,9.0,0.0
20210204T1600,9.640245,0.0,97.0,90.0,97.0,29.0,1.2121224
20210204T1700,9.000245,0.0,83.0,92.0,83.0,3.0,6.0740733
20210204T1800,8.680245,0.0,48.0,96.0,48.0,2.0,0.0
20210204T1900,8.290245,1.0,70.0,99.0,70.0,2.0,0.0
20210204T2000,8.110246,0.5,93.0,97.0,93.0,1.0,0.0
20210204T2100,7.790245,0.6,86.0,85.0,86.0,0.0,0.0
20210204T2200,7.290245,0.4,63.0,88.0,63.0,7.0,0.0
20210204T2300,6.7402453,0.2,63.0,88.0,63.0,10.0,0.0
20210205T0000,6.540245,0.1,37.0,69.0,37.0,7.0,0.0
20210205T0100,6.190245,0.0,73.0,89.0,73.0,28.0,0.0
20210205T0200,6.480245,0.0,90.0,92.0,89.0,90.0,0.0
20210205T0300,6.2602453,0.0,88.0,89.0,88.0,47.0,0.0
20210205T0400,6.1402454,0.0,92.0,60.0,92.0,64.0,0.0
20210205T0500,6.710245,0.0,95.0,34.0,95.0,85.0,0.0
20210205T0600,6.8202453,0.0,100.0,51.0,76.0,100.0,0.0
20210205T0700,6.8402452,0.0,99.0,39.0,67.0,99.0,0.0
20210205T0800,6.750245,0.0,88.0,75.0,45.0,88.0,6.666666
20210205T0900,7.3502455,0.0,65.0,91.0,34.0,65.0,20.60606
20210205T1000,8.780245,0.0,49.0,93.0,49.0,38.0,30.303032
20210205T1100,10.340245,0.0,36.0,85.0,17.0,36.0,38.181816
20210205T1200,11.230246,0.0,45.0,95.0,45.0,45.0,32.727272
20210205T1300,11.670245,0.0,72.0,100.0,46.0,72.0,16.363636
20210205T1400,11.780245,0.0,87.0,81.0,43.0,87.0,7.2727275
20210205T1500,11.570246,0.0,84.0,25.0,36.0,84.0,9.090908
20210205T1600,10.650246,0.6,93.0,96.0,93.0,66.0,3.6363637
20210205T1700,10.010245,1.1,66.0,97.0,66.0,57.0,13.055555
20210205T1800,9.510245,0.5,66.0,96.0,66.0,45.0,0.0
20210205T1900,8.570246,0.6,86.0,95.0,86.0,26.0,0.0
20210205T2000,7.500245,0.0,47.0,94.0,47.0,10.0,0.0
20210205T2100,6.670245,0.0,27.900002,93.0,25.0,2.0,0.0
20210205T2200,5.8002453,0.0,38.0,99.0,38.0,32.0,0.0
20210205T2300,5.690245,0.0,39.0,99.0,39.0,30.0,0.0
20210206T0000,5.5702453,0.0,100.0,98.0,52.0,100.0,0.0
20210206T0100,5.1402454,0.0,100.0,97.0,6.0,100.0,0.0
20210206T0200,4.9702454,0.0,100.0,94.0,3.0,100.0,0.0
20210206T0300,4.7602453,0.0,100.0,97.0,15.0,100.0,0.0
20210206T0400,4.920245,0.0,100.0,91.0,50.0,100.0,0.0
20210206T0500,4.940245,0.0,100.0,63.0,77.0,100.0,0.0
20210206T0600,5.040245,0.0,98.0,94.0,83.0,98.0,0.0
20210206T0700,5.2402453,0.0,94.0,96.0,87.0,94.0,0.60521877
20210206T0800,5.8002453,0.0,83.0,91.0,83.0,52.0,9.696969
20210206T0900,6.2002454,0.0,25.500002,85.0,3.0,14.0,44.545456
20210206T1000,6.900245,0.0,100.0,95.0,34.0,100.0,0.0
20210206T1100,7.650245,0.0,80.0,98.0,29.0,80.0,11.515152
20210206T1200,7.4502454,0.0,58.0,94.0,58.0,26.0,24.848484
20210206T1300,7.7802453,0.4,53.0,94.0,53.0,25.0,27.878788
20210206T1400,7.980245,0.1,27.0,89.0,27.0,26.0,43.636364
20210206T1500,8.280246,0.0,26.1,87.0,6.0,9.0,44.18182
20210206T1600,7.9502454,0.0,25.2,84.0,11.0,5.0,44.727276
20210206T1700,7.6602454,0.0,24.0,24.0,21.0,24.0,30.871212
20210206T1800,7.980245,0.0,34.0,82.0,34.0,25.0,0.0
20210206T1900,6.920245,0.2,85.0,88.0,85.0,25.0,0.0
20210206T2000,6.460245,0.0,58.0,94.0,58.0,0.0,0.0
20210206T2100,6.2402453,0.2,81.0,96.0,81.0,0.0,0.0
20210206T2200,7.0902452,0.3,40.0,93.0,40.0,0.0,0.0
20210206T2300,7.0702453,0.1,23.0,67.0,23.0,5.0,0.0
20210207T0000,6.8402452,0.0,42.0,81.0,42.0,0.0,0.0
20210207T0100,6.9502454,0.0,34.0,79.0,34.0,1.0,0.0
20210207T0200,6.540245,0.0,27.000002,90.0,24.0,5.0,0.0
20210207T0300,5.6002455,0.0,33.0,86.0,33.0,12.0,0.0
20210207T0400,5.130245,0.0,80.0,92.0,80.0,15.0,0.0
20210207T0500,4.8102455,0.0,82.0,88.0,82.0,23.0,0.0
20210207T0600,6.040245,0.1,76.0,78.0,76.0,36.0,0.0
20210207T0700,6.3502455,0.3,89.0,80.0,89.0,60.0,1.3585856
20210207T0800,6.9302454,0.4,83.0,90.0,83.0,77.0,9.696969
20210207T0900,7.960245,0.2,89.0,91.0,88.0,89.0,6.060605
20210207T1000,8.360246,0.3,82.0,68.0,62.0,82.0,10.30303
20210207T1100,7.5902452,0.6,85.0,83.0,85.0,75.0,8.48485
20210207T1200,6.920245,0.7,100.0,78.0,100.0,67.0,0.0
20210207T1300,6.9102454,0.4,98.0,87.0,98.0,53.0,0.6060612
20210207T1400,6.9702454,0.1,98.0,97.0,98.0,19.0,0.6060612
20210207T1500,6.540245,0.0,97.0,99.0,97.0,27.0,1.2121224
20210207T1600,6.0302453,0.0,99.0,99.0,99.0,17.0,0.0
20210207T1700,5.4502454,0.0,99.0,100.0,99.0,16.0,0.0
20210207T1800,5.0502453,0.0,100.0,100.0,100.0,19.0,0.0
20210207T1900,4.750245,0.0,98.0,100.0,98.0,18.0,0.0
20210207T2000,4.400245,0.0,95.0,80.0,95.0,25.0,0.0
20210207T2100,4.2002454,0.0,94.0,69.0,94.0,42.0,0.0
20210207T2200,4.3002453,0.0,92.0,44.0,92.0,62.0,0.0
20210207T2300,4.2302456,0.0,96.0,44.0,96.0,79.0,0.0
20210208T0000,3.5902452,0.0,95.0,47.0,95.0,86.0,0.0
20210208T0100,3.9002452,0.0,81.0,32.0,80.0,81.0,0.0
20210208T0200,3.7102456,0.0,80.0,4.0,75.0,80.0,0.0
20210208T0300,3.3302455,0.1,85.0,0.0,74.0,85.0,0.0
20210208T0400,3.3002453,0.2,91.0,0.0,84.0,91.0,0.0
20210208T0500,2.9802456,0.2,83.0,0.0,80.0,83.0,0.0
20210208T0600,2.6602454,0.2,80.0,0.0,71.0,80.0,0.0
20210208T0700,2.6102452,0.2,72.0,0.0,68.0,72.0,4.0681815
20210208T0800,2.5202456,0.0,69.0,0.0,50.0,69.0,18.18182
20210208T0900,2.7002454,0.0,66.0,0.0,46.0,66.0,19.999998
20210208T1000,3.3202453,0.2,89.0,0.0,89.0,58.0,6.060605
20210208T1100,3.3402452,0.3,97.0,0.0,97.0,78.0,1.2121224
20210208T1200,2.2802453,0.4,92.0,0.0,92.0,82.0,4.242425
20210208T1300,1.5002453,0.5,98.0,0.0,96.0,98.0,0.6060612
20210208T1400,1.1802454,0.4,97.0,0.0,94.0,97.0,1.2121224
20210208T1500,1.3202454,0.3,96.0,0.0,96.0,93.0,1.8181801
20210208T1600,1.4102454,0.2,90.0,0.0,90.0,82.0,5.454544
20210208T1700,1.4602454,0.1,81.0,0.0,78.0,81.0,7.9818187
20210208T1800,1.3102454,0.1,81.0,0.0,74.0,81.0,0.0
20210208T1900,1.0002453,0.0,74.0,0.0,67.0,74.0,0.0
20210208T2000,0.7402454,0.0,61.0,0.0,51.0,61.0,0.0
20210208T2100,0.5602454,0.0,68.0,2.0,36.0,68.0,0.0
20210208T2200,1.3902454,0.0,68.0,4.0,14.0,68.0,0.0
20210208T2300,0.9602454,0.0,61.0,0.0,22.0,61.0,0.0
20210209T0000,0.7202454,0.0,77.0,0.0,60.0,77.0,0.0
20210209T0100,0.00024539232,0.0,93.0,2.0,69.0,93.0,0.0
20210209T0200,-0.0697546,0.0,95.0,0.0,86.0,95.0,0.0
20210209T0300,-0.52975464,0.0,87.0,0.0,87.0,82.0,0.0
20210209T0400,-0.03975457,0.0,99.0,0.0,99.0,80.0,0.0
20210209T0500,-0.23975462,0.2,98.0,0.0,94.0,98.0,0.0
20210209T0600,-0.3697546,0.4,97.0,0.0,72.0,97.0,0.0
20210209T0700,-0.51975465,0.2,100.0,0.0,50.0,100.0,0.0
20210209T0800,-0.24975461,0.2,99.0,0.0,34.0,99.0,0.0
20210209T0900,0.22024539,0.2,99.0,0.0,19.0,99.0,0.0
20210209T1000,0.8202454,0.1,100.0,0.0,19.0,100.0,0.0
20210209T1100,1.2202454,0.0,98.0,0.0,20.0,98.0,0.6060612
20210209T1200,1.5002453,0.0,96.0,0.0,16.0,96.0,1.8181801
20210209T1300,1.6002454,0.0,95.0,0.0,11.0,95.0,2.4242413
20210209T1400,1.3902454,0.0,91.0,8.0,6.0,91.0,4.8484864
20210209T1500,1.4502454,0.0,93.0,84.0,3.0,93.0,3.6363637
20210209T1600,1.3402455,0.0,87.0,97.0,3.0,87.0,7.2727275
20210209T1700,0.6502454,0.0,73.0,99.0,2.0,73.0,11.945119
20210209T1800,0.5502454,0.0,58.0,88.0,0.0,58.0,0.0
20210209T1900,0.010245383,0.0,44.0,77.0,20.0,44.0,0.0
20210209T2000,-0.03975457,0.0,80.0,98.0,80.0,27.0,0.0
20210209T2100,-0.4497546,0.0,81.0,100.0,81.0,22.0,0.0
20210209T2200,-0.019754589,0.0,72.0,100.0,72.0,34.0,0.0
20210209T2300,-0.4497546,0.0,89.0,100.0,89.0,66.0,0.0
20210210T0000,-0.51975465,0.0,99.0,100.0,99.0,24.0,0.0
20210210T0100,-0.63975465,0.2,100.0,100.0,100.0,12.0,0.0
20210210T0200,-0.8397546,0.4,100.0,100.0,100.0,12.0,0.0
20210210T0300,-1.1097546,0.4,100.0,100.0,100.0,23.0,0.0
20210210T0400,-1.4397546,0.4,100.0,100.0,100.0,37.0,0.0
20210210T0500,-1.7197546,0.6,100.0,100.0,100.0,65.0,0.0
20210210T0600,-2.1997547,0.7,100.0,100.0,100.0,99.0,0.0
20210210T0700,-2.5997548,0.7,100.0,99.0,100.0,98.0,0.0
20210210T0800,-2.7697544,0.6,98.0,100.0,98.0,94.0,0.6060612
20210210T0900,-2.8597546,0.5,100.0,99.0,100.0,99.0,0.0
20210210T1000,-2.8997545,0.3,99.0,100.0,99.0,98.0,0.0
20210210T1100,-3.1497545,0.3,97.0,98.0,97.0,94.0,1.2121224
20210210T1200,-3.2297544,0.3,95.0,96.0,95.0,87.0,2.4242413
20210210T1300,-3.3897548,0.3,94.0,83.0,94.0,82.0,3.0303025
20210210T1400,-3.4897547,0.2,85.0,45.0,85.0,80.0,8.48485
20210210T1500,-4.019755,0.2,94.0,85.0,72.0,94.0,3.0303025
20210210T1600,-4.769755,0.3,94.0,98.0,77.0,94.0,3.0303025
20210210T1700,-5.2797546,0.3,89.0,85.0,88.0,89.0,4.754208
20210210T1800,-5.539755,0.3,97.0,18.0,97.0,92.0,0.0
20210210T1900,-5.8197546,0.4,99.0,0.0,99.0,93.0,0.0
20210210T2000,-5.789755,0.2,94.0,0.0,94.0,91.0,0.0
20210210T2100,-5.6597548,0.1,95.0,8.0,88.0,95.0,0.0
20210210T2200,-5.579755,0.1,97.0,1.0,78.0,97.0,0.0
20210210T2300,-5.499755,0.0,96.0,0.0,69.0,96.0,0.0
20210211T0000,-5.539755,0.0,91.0,0.0,72.0,91.0,0.0
20210211T0100,-5.729755,0.0,89.0,0.0,68.0,89.0,0.0
20210211T0200,-5.769755,0.0,84.0,0.0,58.0,84.0,0.0
20210211T0300,-6.1097546,0.0,72.0,0.0,45.0,72.0,0.0
20210211T0400,-6.7197547,0.0,58.0,0.0,33.0,58.0,0.0
20210211T0500,-6.619755,0.0,46.0,0.0,25.0,46.0,0.0
20210211T0600,-7.7297544,0.0,39.0,0.0,28.0,39.0,0.0
20210211T0700,-7.8497543,0.0,27.0,0.0,22.0,27.0,14.242425
20210211T0800,-6.8397546,0.0,20.0,0.0,20.0,17.0,47.878788
20210211T0900,-6.099755,0.0,17.0,0.0,17.0,7.0,49.696968
20210211T1000,-6.079755,0.0,8.0,0.0,8.0,1.0,55.151512
20210211T1100,-5.369755,0.0,7.0,0.0,7.0,0.0,55.757576
20210211T1200,-4.6797547,0.0,5.0,0.0,5.0,0.0,56.9697
20210211T1300,-4.1997547,0.0,5.0,0.0,5.0,2.0,56.9697
20210211T1400,-3.7597547,0.0,4.0,0.0,4.0,1.0,57.575756
20210211T1500,-3.9197545,0.0,4.0,8.0,4.0,1.0,57.575756
20210211T1600,-4.9897547,0.0,3.0,9.0,3.0,0.0,58.18182
20210211T1700,-6.619755,0.0,2.0,4.0,2.0,0.0,47.66717
20210211T1800,-6.9097548,0.0,15.6,52.0,0.0,0.0,0.0
20210211T1900,-6.849755,0.0,26.400002,88.0,0.0,0.0,0.0
20210211T2000,-7.119755,0.0,27.900002,93.0,6.0,1.0,0.0
20210211T2100,-7.589755,0.0,25.800001,86.0,2.0,0.0,0.0
20210211T2200,-8.299755,0.0,31.0,93.0,31.0,0.0,0.0
20210211T2300,-9.169755,0.0,36.0,76.0,36.0,16.0,0.0
20210212T0000,-9.349754,0.0,36.0,8.0,0.0,36.0,0.0
20210212T0100,-10.169755,0.0,14.1,47.0,0.0,7.0,0.0
20210212T0200,-10.739755,0.0,29.7,99.0,2.0,2.0,0.0
20210212T0300,-10.929754,0.0,29.400002,98.0,0.0,1.0,0.0
20210212T0400,-10.759755,0.0,26.400002,88.0,0.0,1.0,0.0
20210212T0500,-10.159755,0.0,0.0,0.0,0.0,0.0,0.0
20210212T0600,-10.299755,0.0,0.0,0.0,0.0,0.0,0.0
20210212T0700,-10.029755,0.0,1.0,0.0,0.0,1.0,20.96936
20210212T0800,-8.539755,0.0,1.5,5.0,0.0,0.0,59.090908
20210212T0900,-6.8997545,0.0,27.300001,91.0,0.0,0.0,43.454544
20210212T1000,-6.2597547,0.0,58.0,100.0,58.0,2.0,24.848484
20210212T1100,-4.999755,0.0,92.0,99.0,92.0,4.0,4.242425
20210212T1200,-3.9897547,0.0,91.0,100.0,91.0,0.0,4.8484864
20210212T1300,-3.1397548,0.0,90.0,99.0,90.0,0.0,5.454544
20210212T1400,-2.6597548,0.0,94.0,99.0,94.0,2.0,3.0303025
20210212T1500,-2.4597545,0.0,96.0,99.0,96.0,1.0,1.8181801
20210212T1600,-2.9997544,0.0,97.0,100.0,97.0,0.0,1.2121224
20210212T1700,-3.7897549,0.0,88.0,100.0,88.0,1.0,5.581481
20210212T1800,-4.4497547,0.0,83.0,98.0,83.0,3.0,0.0
20210212T1900,-4.9297547,0.0,57.0,92.0,57.0,2.0,0.0
20210212T2000,-5.329755,0.0,16.0,49.0,16.0,0.0,0.0
20210212T2100,-5.8597546,0.0,24.0,19.0,24.0,0.0,0.0
20210212T2200,-6.6797547,0.0,10.0,13.0,10.0,0.0,0.0
20210212T2300,-7.1297545,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0000,-7.6797543,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0100,-8.279755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0200,-9.109755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0300,-10.199755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0400,-11.069755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0500,-12.199755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0600,-12.429754,0.0,0.0,0.0,0.0,0.0,0.0
20210213T0700,-11.989755,0.0,0.0,0.0,0.0,0.0,22.766666
20210213T0800,-9.849754,0.0,0.0,0.0,0.0,0.0,60.0
20210213T0900,-7.329755,0.0,0.0,0.0,0.0,0.0,60.0
20210213T1000,-5.5897546,0.0,0.0,0.0,0.0,0.0,60.0
20210213T1100,-4.619755,0.0,1.0,0.0,0.0,1.0,59.393936
20210213T1200,-3.5997548,0.0,0.0,0.0,0.0,0.0,60.0
20210213T1300,-2.8297548,0.0,0.0,0.0,0.0,0.0,60.0
20210213T1400,-2.3197546,0.0,1.2,4.0,0.0,0.0,59.272728
20210213T1500,-2.1697545,0.0,0.0,0.0,0.0,0.0,60.0
20210213T1600,-2.9497547,0.0,0.0,0.0,0.0,0.0,60.0
20210213T1700,-4.5497546,0.0,0.0,0.0,0.0,0.0,51.8
20210213T1800,-5.519755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T1900,-6.0897546,0.0,0.0,0.0,0.0,0.0,0.0
20210213T2000,-6.329755,0.0,0.0,0.0,0.0,0.0,0.0
20210213T2100,-6.9497547,0.0,0.0,0.0,0.0,0.0,0.0
20210213T2200,-8.929754,0.0,0.0,0.0,0.0,0.0,0.0
20210213T2300,-9.989755,0.0,0.0,0.0,0.0,0.0,0.0
20210214T0000,-10.449755,0.0,0.0,0.0,0.0,0.0,0.0
20210214T0100,-9.989755,0.0,1.8000001,6.0,0.0,0.0,0.0
20210214T0200,-9.6897545,0.0,8.1,27.0,0.0,0.0,0.0
20210214T0300,-9.639754,0.0,0.0,0.0,0.0,0.0,0.0
20210214T0400,-9.929754,0.0,0.0,0.0,0.0,0.0,0.0
20210214T0500,-11.299755,0.0,0.0,0.0,0.0,0.0,0.0
20210214T0600,-12.469755,0.0,0.0,0.0,0.0,0.0,0.0
20210214T0700,-12.989755,0.0,0.0,0.0,0.0,0.0,24.35
20210214T0800,-11.489755,0.0,3.0,10.0,0.0,0.0,58.18182
20210214T0900,-8.169755,0.0,24.900002,83.0,0.0,0.0,44.909092
20210214T1000,-6.1297545,0.0,25.500002,85.0,0.0,0.0,44.545456
20210214T1100,-4.499755,0.0,17.7,59.0,0.0,0.0,49.272724
20210214T1200,-3.2097545,0.0,0.0,0.0,0.0,0.0,60.0
20210214T1300,-2.3497548,0.0,2.0,6.0,0.0,2.0,58.78788
20210214T1400,-1.7697545,0.0,23.7,79.0,0.0,2.0,45.636364
20210214T1500,-1.4497546,0.0,27.000002,90.0,4.0,2.0,43.636364
20210214T1600,0.17024541,0.0,25.0,72.0,25.0,3.0,44.848488
20210214T1700,-1.6497546,0.0,43.0,53.0,43.0,1.0,30.187204
20210214T1800,-3.6797547,0.0,52.0,76.0,52.0,1.0,0.0
20210214T1900,-4.539755,0.0,69.0,79.0,69.0,0.0,0.0
20210214T2000,-4.8797545,0.0,48.0,93.0,48.0,1.0,0.0
20210214T2100,-5.3597546,0.0,50.0,98.0,50.0,0.0,0.0
20210214T2200,-5.729755,0.0,61.0,98.0,61.0,0.0,0.0
20210214T2300,-5.9397545,0.0,96.0,98.0,96.0,0.0,0.0
20210215T0000,-5.829755,0.0,24.0,48.0,24.0,0.0,0.0
20210215T0100,-5.6997547,0.0,49.0,92.0,49.0,0.0,0.0
20210215T0200,-5.729755,0.0,65.0,97.0,65.0,0.0,0.0
20210215T0300,-5.2597547,0.0,44.0,91.0,44.0,0.0,0.0
20210215T0400,-5.1897545,0.0,58.0,67.0,58.0,0.0,0.0
20210215T0500,-4.8997545,0.0,89.0,96.0,89.0,0.0,0.0
20210215T0600,-4.5497546,0.0,93.0,99.0,93.0,0.0,0.0
20210215T0700,-4.1897545,0.0,90.0,97.0,90.0,0.0,2.3696964
20210215T0800,-3.1797547,0.0,90.0,100.0,90.0,0.0,5.454544
20210215T0900,-1.8697547,0.0,89.0,99.0,89.0,0.0,6.060605
20210215T1000,-0.5597546,0.0,86.0,98.0,86.0,0.0,7.878789
20210215T1100,0.77024543,0.0,45.0,99.0,45.0,0.0,32.727272
20210215T1200,2.0402455,0.0,67.0,89.0,67.0,0.0,19.393942
20210215T1300,2.8802452,0.0,92.0,95.0,92.0,0.0,4.242425
20210215T1400,3.1402454,0.0,99.0,95.0,99.0,0.0,0.0
20210215T1500,3.4802456,0.0,90.0,94.0,90.0,0.0,5.454544
20210215T1600,3.6902456,0.0,92.0,99.0,92.0,2.0,4.242425
20210215T1700,3.6502452,0.1,91.0,98.0,91.0,9.0,4.4404054
20210215T1800,3.2702456,0.4,94.0,96.0,94.0,5.0,0.0
20210215T1900,2.9002452,0.0,88.0,94.0,88.0,12.0,0.0
20210215T2000,3.6102452,0.0,91.0,93.0,91.0,27.0,0.0
20210215T2100,3.7002454,0.1,98.0,93.0,98.0,71.0,0.0
20210215T2200,3.7002454,0.0,100.0,97.0,100.0,98.0,0.0
20210215T2300,3.6302452,0.0,100.0,40.0,100.0,100.0,0.0
20210216T0000,3.6402454,0.0,100.0,44.0,100.0,100.0,0.0
20210216T0100,3.6302452,0.0,99.0,73.0,93.0,99.0,0.0
20210216T0200,3.4202452,0.0,94.0,64.0,94.0,90.0,0.0
20210216T0300,3.4202452,0.0,85.0,38.0,85.0,61.0,0.0
20210216T0400,3.1802454,0.0,98.0,37.0,98.0,20.0,0.0
20210216T0500,3.0102453,0.0,99.0,18.0,99.0,16.0,0.0
20210216T0600,3.3102455,0.0,52.0,65.0,52.0,8.0,0.0
20210216T0700,3.1302452,0.0,32.0,93.0,32.0,6.0,18.802862
20210216T0800,3.7202454,0.0,29.0,95.0,29.0,7.0,42.424244
20210216T0900,5.3702455,0.0,27.6,92.0,19.0,3.0,43.272728
20210216T1000,6.960245,0.0,39.0,93.0,39.0,0.0,36.36364
20210216T1100,8.610246,0.0,74.0,93.0,74.0,0.0,15.151516
20210216T1200,10.050245,0.0,89.0,87.0,89.0,0.0,6.060605
20210216T1300,10.730246,0.0,63.0,61.0,63.0,0.0,21.818182
20210216T1400,11.150246,0.0,28.800001,96.0,9.0,0.0,42.545456
20210216T1500,10.860246,0.0,29.400002,98.0,0.0,1.0,42.181816
20210216T1600,9.760245,0.0,25.500002,85.0,0.0,7.0,44.545456
20210216T1700,6.7602453,0.0,17.400002,58.0,0.0,3.0,46.583435
20210216T1800,5.3002453,0.0,16.2,54.0,6.0,9.0,0.0
20210216T1900,5.0102453,0.0,38.0,39.0,38.0,2.0,0.0
20210216T2000,5.400245,0.0,32.0,65.0,32.0,4.0,0.0
20210216T2100,5.770245,0.0,71.0,48.0,71.0,15.0,0.0
20210216T2200,6.690245,0.2,97.0,0.0,97.0,49.0,0.0
20210216T2300,7.750245,0.6,100.0,0.0,100.0,74.0,0.0
20210217T0000,7.9702454,0.2,75.0,7.0,75.0,27.0,0.0
20210217T0100,8.150246,0.0,32.0,37.0,32.0,27.0,0.0
20210217T0200,8.160246,0.0,39.0,6.0,10.0,39.0,0.0
20210217T0300,7.9302454,0.0,37.0,0.0,13.0,37.0,0.0
20210217T0400,7.5502453,0.0,34.0,0.0,12.0,34.0,0.0
20210217T0500,7.2202454,0.0,35.0,0.0,13.0,35.0,0.0
20210217T0600,6.7402453,0.0,28.0,0.0,16.0,28.0,0.0
20210217T0700,6.460245,0.0,24.0,0.0,12.0,24.0,22.335857
20210217T0800,6.9902453,0.0,29.0,0.0,10.0,29.0,42.424244
20210217T0900,8.180245,0.0,26.0,0.0,13.0,26.0,44.242424
20210217T1000,9.350245,0.0,19.0,27.0,14.0,19.0,48.484848
20210217T1100,10.320246,0.0,27.300001,91.0,4.0,20.0,43.454544
20210217T1200,11.240245,0.0,37.0,24.0,9.0,37.0,37.57576
20210217T1300,11.720245,0.0,60.0,16.0,6.0,60.0,23.636362
20210217T1400,11.960245,0.0,57.0,75.0,3.0,57.0,25.454548
20210217T1500,11.900246,0.0,9.0,27.0,0.0,9.0,54.545452
20210217T1600,10.580245,0.0,6.0,3.0,2.0,6.0,56.363636
20210217T1700,6.4102454,0.0,2.0,1.0,2.0,2.0,56.90993
20210217T1800,3.6202455,0.0,1.0,1.0,0.0,1.0,0.0
20210217T1900,1.8202454,0.0,2.4,8.0,0.0,0.0,0.0
20210217T2000,1.2202454,0.0,10.200001,34.0,0.0,0.0,0.0
20210217T2100,1.0402454,0.0,19.5,65.0,0.0,0.0,0.0
20210217T2200,1.1702454,0.0,19.800001,66.0,0.0,0.0,0.0
20210217T2300,0.9902454,0.0,16.5,55.0,0.0,0.0,0.0
20210218T0000,0.7602454,0.0,19.2,64.0,0.0,0.0,0.0
20210218T0100,0.3702454,0.0,18.6,62.0,0.0,0.0,0.0
20210218T0200,0.3702454,0.0,15.900001,53.0,0.0,0.0,0.0
20210218T0300,0.2102454,0.0,11.400001,38.0,0.0,0.0,0.0
20210218T0400,0.3102454,0.0,12.6,42.0,0.0,0.0,0.0
20210218T0500,0.2102454,0.0,21.0,70.0,4.0,0.0,0.0
20210218T0600,0.34024543,0.0,25.800001,86.0,0.0,0.0,0.0
20210218T0700,0.5702454,0.0,29.1,97.0,0.0,0.0,22.017323
20210218T0800,2.0802455,0.0,28.500002,95.0,2.0,1.0,42.727272
20210218T0900,3.9802456,0.0,29.400002,98.0,2.0,0.0,42.181816
20210218T1000,5.610245,0.0,29.400002,98.0,7.0,0.0,42.181816
20210218T1100,7.5802455,0.0,28.500002,95.0,19.0,1.0,42.727272
20210218T1200,9.450245,0.0,68.0,97.0,68.0,12.0,18.78788
20210218T1300,10.690246,0.0,59.0,92.0,59.0,9.0,24.242424
20210218T1400,10.970245,0.0,21.6,72.0,0.0,1.0,46.909092
20210218T1500,10.910245,0.0,29.1,97.0,0.0,0.0,42.363636
20210218T1600,9.660245,0.0,28.2,94.0,15.0,0.0,42.909096
20210218T1700,7.610245,0.0,28.2,94.0,10.0,0.0,42.65879
20210218T1800,6.2202454,0.0,29.1,97.0,3.0,4.0,0.0
20210218T1900,5.5602455,0.0,29.400002,98.0,20.0,7.0,0.0
20210218T2000,6.360245,0.0,71.0,100.0,71.0,67.0,0.0
20210218T2100,7.6202455,0.0,98.0,99.0,98.0,90.0,0.0
20210218T2200,10.030245,0.0,73.0,38.0,73.0,69.0,0.0
20210218T2300,9.910245,0.1,86.0,32.0,86.0,62.0,0.0
20210219T0000,9.550245,0.2,89.0,65.0,89.0,39.0,0.0
20210219T0100,9.050245,0.3,89.0,97.0,89.0,19.0,0.0
20210219T0200,8.650246,0.2,67.0,95.0,67.0,3.0,0.0
20210219T0300,8.340245,0.0,85.0,81.0,85.0,9.0,0.0
20210219T0400,8.000245,0.0,72.0,89.0,72.0,16.0,0.0
20210219T0500,7.3302455,0.0,98.0,87.0,92.0,98.0,0.0
20210219T0600,7.1802454,0.0,96.0,85.0,96.0,91.0,0.0
20210219T0700,6.6202455,0.2,94.0,94.0,94.0,69.0,1.6607741
20210219T0800,6.960245,0.0,78.0,91.0,73.0,78.0,12.727271
20210219T0900,8.480246,0.0,75.0,98.0,63.0,75.0,14.545455
